File,Errors,ID,Format,Version,Basis for ID,Warning
X:\school\data\Govdocs1-threads\941\941009.gz#Pub-99-348-A.ps1,,x-fmt/406,PostScript,2.0,"byte match at 0, 14",extension mismatch
X:\school\data\Govdocs1-threads\942\942958.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\943\943065.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\943\943291.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\943\943502.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\944\944372.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\944\944828.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\945\945734.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\946\946095.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\946\946585.pps,,fmt/126,Microsoft Powerpoint Presentation,97-2003,container name PowerPoint Document with name only,extension mismatch
X:\school\data\Govdocs1-threads\947\947176.pub,,UNKNOWN,,,,"no match; possibilities based on extension are x-fmt/252, x-fmt/253, x-fmt/254, x-fmt/255, x-fmt/256, x-fmt/257, fmt/1511, fmt/1512, fmt/1513, fmt/1514, fmt/1515, fmt/1516"
X:\school\data\Govdocs1-threads\947\947924.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\951\951061.gz#20001106111500p.fit,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\955\955201.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\958\958396.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\966\966730.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\967\967123.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\967\967622.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\967\967910.gz#trac_171____a2_20041013_211829.fts,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\968\968460.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\968\968678.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\969\969063.dbase3,,x-fmt/9,dBASE Database,III,"byte match at 0, 44",extension mismatch
X:\school\data\Govdocs1-threads\970\970034.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\970\970497.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\972\972070.gz#eit_00304_20030718_193553.fts,,x-fmt/111,Plain Text File,,text match ASCII,match on text only; extension mismatch
X:\school\data\Govdocs1-threads\973\973044.gz#eit_00195_20031117_131214.fts,,x-fmt/111,Plain Text File,,text match ASCII,match on text only; extension mismatch
X:\school\data\Govdocs1-threads\973\973093.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\973\973194.zip,,fmt/215,Microsoft Powerpoint for Windows,2007 onwards,"container name [Content_Types].xml with byte match at 2590, 96 (signature 1/3)",extension mismatch
X:\school\data\Govdocs1-threads\973\973402.gz#eit_00195_20010116_152821.fts,,x-fmt/111,Plain Text File,,text match ASCII,match on text only; extension mismatch
X:\school\data\Govdocs1-threads\973\973607.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\974\974831.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\978\978887.swf,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/104, fmt/105, fmt/106, fmt/107, fmt/108, fmt/109, fmt/110, fmt/505, fmt/506, fmt/507, fmt/757, fmt/758, fmt/759, fmt/760, fmt/761, fmt/762, fmt/763, fmt/764, fmt/765, fmt/766, fmt/767, fmt/768, fmt/769, fmt/770, fmt/771, fmt/772, fmt/773, fmt/774, fmt/775, fmt/776"
X:\school\data\Govdocs1-threads\981\981208.gz#trac_1600___a2_20020705_131604.fts,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\981\981571.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\982\982566.ps,,UNKNOWN,,,,"no match; possibilities based on extension are x-fmt/91, fmt/124, x-fmt/406, x-fmt/407, x-fmt/408, fmt/501"
X:\school\data\Govdocs1-threads\983\983887.gz#983887,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\984\984023.html,,fmt/101,Extensible Markup Language,1.0,"byte match at 0, 19",extension mismatch
X:\school\data\Govdocs1-threads\985\985333.gz#eit_00195_20030318_014803.fts,,x-fmt/111,Plain Text File,,text match ASCII,match on text only; extension mismatch
X:\school\data\Govdocs1-threads\985\985402.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\985\985540.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\986\986355.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\986\986598.eps,,x-fmt/406,PostScript,2.0,"byte match at 0, 14",extension mismatch
X:\school\data\Govdocs1-threads\986\986829.gz#20001223101500p.fit,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\987\987111.gz#trac_171____a0_20020727_020714.fts,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\987\987455.kmz,,x-fmt/263,ZIP Format,,byte match at [[0 4] [65681 3] [65769 4]] (signature 1/2),extension mismatch
X:\school\data\Govdocs1-threads\988\988327.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\989\989479.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\990\990044.kmz,,x-fmt/263,ZIP Format,,byte match at [[0 4] [23650 3] [23742 4]] (signature 1/2),extension mismatch
X:\school\data\Govdocs1-threads\990\990521.gz#BitchX-1.1-1.el4.rf.i386.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\991\991752.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\993\993725.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\994\994678.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\994\994741.tmp,,fmt/950,MIME Email,1.0,byte match at [[792 17] [756 4] [622 6] [578 6] [810 14]],extension mismatch
X:\school\data\Govdocs1-threads\995\995812.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\997\997934.gz#20001207084500p.fit,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\998\998119.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\998\998213.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\999\999108.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\999\999259.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\999\999713.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\999\999851.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
