name,path,bytes,bytes_humanized,modified,mod_year,extension,category,mimetype,folder1,folder2
614968.xls,\614,16384,16.4 kB,2006-11-22T11:53:46,2006,xls,application,application/vnd.ms-excel,\614,.
663153.doc,\663,70656,70.7 kB,2000-09-23T15:03:11,2000,doc,application,application/msword,\663,.
663217.xls,\663,392704,392.7 kB,2006-10-31T10:40:22,2006,xls,application,application/vnd.ms-excel,\663,.
663322.pdf,\663,978148,978.1 kB,2007-05-07T06:29:57,2007,pdf,application,application/pdf,\663,.
663338.ppt,\663,833024,833.0 kB,2002-01-15T12:33:41,2002,ppt,application,application/vnd.ms-powerpoint,\663,.
663413.jpg,\663,93706,93.7 kB,2001-09-04T12:51:58,2001,jpg,image,image/jpeg,\663,.
663531.ppt,\663,1370112,1.4 MB,2007-04-02T14:00:00,2007,ppt,application,application/vnd.ms-powerpoint,\663,.
663583.xls,\663,259072,259.1 kB,2008-08-25T12:50:58,2008,xls,application,application/vnd.ms-excel,\663,.
663604.jpg,\663,170546,170.5 kB,1998-11-10T15:07:52,1998,jpg,image,image/jpeg,\663,.
663626.eps,\663,36656,36.7 kB,2008-01-15T12:42:05,2008,eps,application,application/postscript,\663,.
663689.ppt,\663,28672,28.7 kB,2001-03-16T11:11:03,2001,ppt,application,application/vnd.ms-powerpoint,\663,.
663738.pdf,\663,17231,17.2 kB,2006-03-16T13:58:45,2006,pdf,application,application/pdf,\663,.
663787.jpg,\663,102351,102.4 kB,2001-02-12T10:18:24,2001,jpg,image,image/jpeg,\663,.
663935.jpg,\663,591082,591.1 kB,1999-07-01T16:30:04,1999,jpg,image,image/jpeg,\663,.
663936.jpg,\663,46530,46.5 kB,2002-09-19T19:07:50,2002,jpg,image,image/jpeg,\663,.
329048.html,\329,3963,4.0 kB,2009-02-14T20:05:45,2009,html,text,text/html,\329,.
329080.txt,\329,2219,2.2 kB,2009-02-14T20:06:20,2009,txt,text,text/plain,\329,.
329192.pdf,\329,121235,121.2 kB,2002-02-11T11:20:17,2002,pdf,application,application/pdf,\329,.
329195.jpg,\329,70761,70.8 kB,2006-10-02T12:06:21,2006,jpg,image,image/jpeg,\329,.
329201.pdf,\329,98005,98.0 kB,2007-04-05T15:05:46,2007,pdf,application,application/pdf,\329,.
329696.html,\329,46939,46.9 kB,2009-02-14T20:42:09,2009,html,text,text/html,\329,.
329752.txt,\329,12021,12.0 kB,2005-01-07T13:35:46,2005,txt,text,text/plain,\329,.
329826.ps,\329,1630015,1.6 MB,2008-01-30T15:39:13,2008,ps,application,application/postscript,\329,.
329843.doc,\329,228864,228.9 kB,1999-09-10T08:13:50,1999,doc,application,application/msword,\329,.
329902.ppt,\329,1132032,1.1 MB,2003-10-21T15:33:24,2003,ppt,application,application/vnd.ms-powerpoint,\329,.
224032.gz,\224,328796,328.8 kB,2004-09-20T15:17:19,2004,gz,application,application/octet-stream,\224,.
224036.gz,\224,386090,386.1 kB,2009-02-12T09:41:17,2009,gz,application,application/octet-stream,\224,.
224102.ppt,\224,493568,493.6 kB,2008-04-15T22:28:32,2008,ppt,application,application/vnd.ms-powerpoint,\224,.
224168.xls,\224,38912,38.9 kB,2004-02-03T12:19:52,2004,xls,application,application/vnd.ms-excel,\224,.
224251.jpg,\224,16401,16.4 kB,2007-10-03T16:47:49,2007,jpg,image,image/jpeg,\224,.
224316.html,\224,93825,93.8 kB,2001-08-31T13:07:13,2001,html,text,text/html,\224,.
224553.txt,\224,11430,11.4 kB,2003-09-12T19:32:24,2003,txt,text,text/plain,\224,.
224726.ppt,\224,1368064,1.4 MB,2008-07-28T15:25:44,2008,ppt,application,application/vnd.ms-powerpoint,\224,.
224842.html,\224,234943,234.9 kB,2009-02-12T10:03:45,2009,html,text,text/html,\224,.
224910.txt,\224,219901,219.9 kB,2006-04-04T18:35:53,2006,txt,text,text/plain,\224,.
253305.txt,\253,1102,1.1 kB,2008-11-15T12:50:07,2008,txt,text,text/plain,\253,.
253327.txt,\253,342877,342.9 kB,2004-12-13T15:00:59,2004,txt,text,text/plain,\253,.
253509.pdf,\253,168436,168.4 kB,2008-07-11T12:53:47,2008,pdf,application,application/pdf,\253,.
253527.pdf,\253,13875,13.9 kB,2008-06-30T04:50:47,2008,pdf,application,application/pdf,\253,.
253552.html,\253,39840,39.8 kB,2009-02-12T22:07:18,2009,html,text,text/html,\253,.
253669.txt,\253,37941,37.9 kB,2004-04-04T15:14:32,2004,txt,text,text/plain,\253,.
253845.txt,\253,8532,8.5 kB,2008-10-28T11:02:12,2008,txt,text,text/plain,\253,.
253852.unk,\253,699840,699.8 kB,1996-01-18T12:04:38,1996,unk,application,application/octet-stream,\253,.
253863.text,\253,691200,691.2 kB,2003-04-02T19:56:19,2003,text,application,application/octet-stream,\253,.
253888.gz,\253,3750714,3.8 MB,2006-11-27T01:00:11,2006,gz,application,application/octet-stream,\253,.
253953.pdf,\253,136561,136.6 kB,2007-07-11T15:31:45,2007,pdf,application,application/pdf,\253,.
018195.html,\018,43319,43.3 kB,2009-02-06T03:30:51,2009,html,text,text/html,\018,.
018258.pdf,\018,38798,38.8 kB,2001-07-30T10:01:26,2001,pdf,application,application/pdf,\018,.
018532.xls,\018,17408,17.4 kB,2003-04-10T12:06:29,2003,xls,application,application/vnd.ms-excel,\018,.
018847.xml,\018,513,513 Bytes,2009-02-06T03:36:24,2009,xml,text,text/xml,\018,.
018934.pdf,\018,2158660,2.2 MB,2007-06-28T09:34:06,2007,pdf,application,application/pdf,\018,.
115389.jpg,\115,71167,71.2 kB,2001-11-05T08:54:01,2001,jpg,image,image/jpeg,\115,.
115424.doc,\115,239104,239.1 kB,1996-05-20T15:05:58,1996,doc,application,application/msword,\115,.
115606.html,\115,455,455 Bytes,2009-02-09T16:31:39,2009,html,text,text/html,\115,.
115609.html,\115,455,455 Bytes,2009-02-09T16:31:40,2009,html,text,text/html,\115,.
115848.pdf,\115,69582,69.6 kB,2008-08-10T23:47:07,2008,pdf,application,application/pdf,\115,.
115872.html,\115,2334,2.3 kB,2007-04-12T22:31:36,2007,html,text,text/html,\115,.
115970.ps,\115,2873830,2.9 MB,2002-05-07T15:41:13,2002,ps,application,application/postscript,\115,.
115985.doc,\115,67584,67.6 kB,2008-11-15T12:16:26,2008,doc,application,application/msword,\115,.
081079.txt,\081,81290,81.3 kB,1991-09-02T13:11:55,1991,txt,text,text/plain,\081,.
081093.txt,\081,18716,18.7 kB,2004-12-16T10:05:30,2004,txt,text,text/plain,\081,.
081318.txt,\081,452762,452.8 kB,2009-02-08T18:26:37,2009,txt,text,text/plain,\081,.
081721.html,\081,10379,10.4 kB,2009-02-08T18:29:33,2009,html,text,text/html,\081,.
081779.html,\081,17614,17.6 kB,2004-05-01T05:51:43,2004,html,text,text/html,\081,.
081874.pdf,\081,157530,157.5 kB,2008-07-29T16:38:45,2008,pdf,application,application/pdf,\081,.
162020.txt,\162,16450,16.4 kB,1999-04-30T14:08:08,1999,txt,text,text/plain,\162,.
162024.jpg,\162,216854,216.9 kB,2004-10-19T10:32:12,2004,jpg,image,image/jpeg,\162,.
162128.html,\162,1901,1.9 kB,2006-06-01T19:36:33,2006,html,text,text/html,\162,.
162138.csv,\162,10288,10.3 kB,2006-10-18T19:45:53,2006,csv,application,application/vnd.ms-excel,\162,.
162202.html,\162,36508,36.5 kB,2009-02-11T02:11:19,2009,html,text,text/html,\162,.
162341.ppt,\162,69120,69.1 kB,2003-06-09T17:37:30,2003,ppt,application,application/vnd.ms-powerpoint,\162,.
162380.pdf,\162,1706882,1.7 MB,2008-03-17T14:09:50,2008,pdf,application,application/pdf,\162,.
162435.pdf,\162,831535,831.5 kB,2006-08-30T11:55:23,2006,pdf,application,application/pdf,\162,.
162539.pps,\162,246272,246.3 kB,2006-05-17T10:37:55,2006,pps,application,application/vnd.ms-powerpoint,\162,.
162788.pdf,\162,686156,686.2 kB,2008-09-11T10:18:17,2008,pdf,application,application/pdf,\162,.
162811.pdf,\162,571157,571.2 kB,2008-01-18T12:14:20,2008,pdf,application,application/pdf,\162,.
428051.html,\428,17233,17.2 kB,2009-02-23T01:54:40,2009,html,text,text/html,\428,.
428151.html,\428,6505,6.5 kB,2009-02-23T01:54:57,2009,html,text,text/html,\428,.
428154.html,\428,92245,92.2 kB,2009-02-23T01:54:59,2009,html,text,text/html,\428,.
428157.eps,\428,207631,207.6 kB,2004-07-15T14:36:40,2004,eps,application,application/postscript,\428,.
428197.doc,\428,224256,224.3 kB,2009-02-16T16:51:22,2009,doc,application,application/msword,\428,.
428288.ppt,\428,338432,338.4 kB,2006-05-24T11:22:44,2006,ppt,application,application/vnd.ms-powerpoint,\428,.
428292.html,\428,7005,7.0 kB,2009-02-16T16:51:42,2009,html,text,text/html,\428,.
428315.txt,\428,650583,650.6 kB,2004-11-02T12:35:31,2004,txt,text,text/plain,\428,.
428621.pdf,\428,189303,189.3 kB,2005-09-09T13:38:00,2005,pdf,application,application/pdf,\428,.
428686.txt,\428,501907,501.9 kB,2002-09-29T18:44:34,2002,txt,text,text/plain,\428,.
428706.html,\428,51295,51.3 kB,2009-03-15T02:44:38,2009,html,text,text/html,\428,.
428732.txt,\428,6628,6.6 kB,2002-02-08T21:45:21,2002,txt,text,text/plain,\428,.
428895.html,\428,38692,38.7 kB,2009-02-16T16:53:35,2009,html,text,text/html,\428,.
428946.ps,\428,67567,67.6 kB,2003-04-03T14:04:11,2003,ps,application,application/postscript,\428,.
872118.doc,\872,23040,23.0 kB,2007-04-10T15:49:01,2007,doc,application,application/msword,\872,.
872207.pdf,\872,56760,56.8 kB,2007-06-27T01:07:54,2007,pdf,application,application/pdf,\872,.
872292.jpg,\872,93952,94.0 kB,2002-11-10T12:05:28,2002,jpg,image,image/jpeg,\872,.
872467.doc,\872,239616,239.6 kB,2009-02-13T04:48:54,2009,doc,application,application/msword,\872,.
872556.xml,\872,2393,2.4 kB,2005-08-13T15:43:21,2005,xml,text,text/xml,\872,.
872588.ppt,\872,491008,491.0 kB,2001-01-15T14:06:43,2001,ppt,application,application/vnd.ms-powerpoint,\872,.
872775.gif,\872,9518,9.5 kB,2000-08-15T09:07:34,2000,gif,image,image/gif,\872,.
872834.html,\872,536,536 Bytes,2006-05-09T21:49:05,2006,html,text,text/html,\872,.
872961.pdf,\872,12400,12.4 kB,2007-04-04T13:48:19,2007,pdf,application,application/pdf,\872,.
805547.eps,\805,15441,15.4 kB,2007-02-25T16:42:13,2007,eps,application,application/postscript,\805,.
805552.ps,\805,17968,18.0 kB,2008-10-11T18:04:09,2008,ps,application,application/postscript,\805,.
805584.doc,\805,38400,38.4 kB,2005-10-17T12:43:11,2005,doc,application,application/msword,\805,.
805726.doc,\805,64000,64.0 kB,2002-09-24T16:15:41,2002,doc,application,application/msword,\805,.
805820.gif,\805,801750,801.8 kB,2008-04-03T11:56:59,2008,gif,image,image/gif,\805,.
805980.ps,\805,327606,327.6 kB,2001-02-22T22:14:22,2001,ps,application,application/postscript,\805,.
991080.xls,\991,20992,21.0 kB,2007-07-19T02:04:53,2007,xls,application,application/vnd.ms-excel,\991,.
991171.ps,\991,2857446,2.9 MB,1996-01-18T11:07:33,1996,ps,application,application/postscript,\991,.
991320.ps,\991,342233,342.2 kB,2003-08-05T11:21:14,2003,ps,application,application/postscript,\991,.
991324.ps,\991,10288,10.3 kB,2009-02-22T11:49:27,2009,ps,application,application/postscript,\991,.
991670.html,\991,6863,6.9 kB,2009-03-18T21:43:35,2009,html,text,text/html,\991,.
991739.pdf,\991,2976876,3.0 MB,2007-10-23T09:44:25,2007,pdf,application,application/pdf,\991,.
991752.xml,\991,15535,15.5 kB,2009-03-02T12:21:05,2009,xml,text,text/xml,\991,.
991864.jpg,\991,73772,73.8 kB,2004-07-01T18:36:25,2004,jpg,image,image/jpeg,\991,.
991976.pdf,\991,35609,35.6 kB,2009-01-07T16:36:56,2009,pdf,application,application/pdf,\991,.
525295.doc,\525,471552,471.6 kB,2009-02-17T01:48:19,2009,doc,application,application/msword,\525,.
525496.pdf,\525,57638,57.6 kB,2003-04-02T08:00:54,2003,pdf,application,application/pdf,\525,.
525557.ppt,\525,502272,502.3 kB,2009-01-30T18:29:45,2009,ppt,application,application/vnd.ms-powerpoint,\525,.
525613.pdf,\525,19722,19.7 kB,2007-03-12T09:24:09,2007,pdf,application,application/pdf,\525,.
525664.pdf,\525,64051,64.1 kB,2008-08-26T10:05:51,2008,pdf,application,application/pdf,\525,.
525689.ppt,\525,109056,109.1 kB,2006-08-29T18:59:38,2006,ppt,application,application/vnd.ms-powerpoint,\525,.
525747.doc,\525,61440,61.4 kB,2007-01-19T22:09:34,2007,doc,application,application/msword,\525,.
525770.html,\525,17253,17.3 kB,2009-03-17T17:59:11,2009,html,text,text/html,\525,.
525883.doc,\525,7501824,7.5 MB,2005-11-21T17:36:26,2005,doc,application,application/msword,\525,.
525953.xls,\525,27918,27.9 kB,2007-07-19T02:45:28,2007,xls,application,application/vnd.ms-excel,\525,.
552045.gif,\552,120094,120.1 kB,2000-11-04T13:46:07,2000,gif,image,image/gif,\552,.
552059.gif,\552,100902,100.9 kB,2000-11-04T13:46:07,2000,gif,image,image/gif,\552,.
552122.xls,\552,73216,73.2 kB,2005-08-03T09:58:47,2005,xls,application,application/vnd.ms-excel,\552,.
552291.xls,\552,105472,105.5 kB,2002-06-05T08:02:01,2002,xls,application,application/vnd.ms-excel,\552,.
552320.pdf,\552,1388756,1.4 MB,2003-10-23T21:06:16,2003,pdf,application,application/pdf,\552,.
552399.pdf,\552,57337,57.3 kB,2003-07-01T04:43:41,2003,pdf,application,application/pdf,\552,.
552416.pdf,\552,11618,11.6 kB,2004-11-04T11:51:12,2004,pdf,application,application/pdf,\552,.
552598.pdf,\552,32571,32.6 kB,2004-06-02T18:09:22,2004,pdf,application,application/pdf,\552,.
552690.doc,\552,34304,34.3 kB,2000-04-19T11:14:28,2000,doc,application,application/msword,\552,.
908004.pdf,\908,69168,69.2 kB,2008-09-30T14:26:42,2008,pdf,application,application/pdf,\908,.
908111.pdf,\908,43688,43.7 kB,2006-12-21T14:17:34,2006,pdf,application,application/pdf,\908,.
908132.jpg,\908,2539076,2.5 MB,2003-01-09T16:36:59,2003,jpg,image,image/jpeg,\908,.
908236.jpg,\908,116911,116.9 kB,2003-01-10T07:43:46,2003,jpg,image,image/jpeg,\908,.
908248.jpg,\908,130307,130.3 kB,2005-08-08T06:41:52,2005,jpg,image,image/jpeg,\908,.
908341.jpg,\908,627505,627.5 kB,2003-01-09T22:07:47,2003,jpg,image,image/jpeg,\908,.
908369.jpg,\908,69862,69.9 kB,2005-04-04T09:15:46,2005,jpg,image,image/jpeg,\908,.
908655.jpg,\908,61959,62.0 kB,2001-03-02T10:56:41,2001,jpg,image,image/jpeg,\908,.
908845.html,\908,1257,1.3 kB,2007-06-28T12:56:00,2007,html,text,text/html,\908,.
455003.html,\455,60437,60.4 kB,2009-02-16T18:37:51,2009,html,text,text/html,\455,.
455135.pdf,\455,29589,29.6 kB,2005-03-09T15:39:50,2005,pdf,application,application/pdf,\455,.
455287.html,\455,91766,91.8 kB,2009-02-16T18:49:22,2009,html,text,text/html,\455,.
455348.pdf,\455,2488930,2.5 MB,2009-02-16T18:50:42,2009,pdf,application,application/pdf,\455,.
455393.pdf,\455,23567,23.6 kB,2008-03-12T08:21:11,2008,pdf,application,application/pdf,\455,.
455411.ppt,\455,9878528,9.9 MB,2005-12-30T11:46:23,2005,ppt,application,application/vnd.ms-powerpoint,\455,.
455518.txt,\455,3832,3.8 kB,2007-10-22T12:56:00,2007,txt,text,text/plain,\455,.
455590.pdf,\455,92567,92.6 kB,2004-09-22T11:06:45,2004,pdf,application,application/pdf,\455,.
455609.html,\455,2376,2.4 kB,2004-09-08T16:56:15,2004,html,text,text/html,\455,.
455758.html,\455,31961,32.0 kB,2009-01-20T11:12:13,2009,html,text,text/html,\455,.
455780.html,\455,33330,33.3 kB,2009-02-16T18:54:52,2009,html,text,text/html,\455,.
422154.ppt,\422,448000,448.0 kB,2006-06-07T12:23:32,2006,ppt,application,application/vnd.ms-powerpoint,\422,.
422279.txt,\422,14949,14.9 kB,2008-10-06T10:36:23,2008,txt,text,text/plain,\422,.
422295.txt,\422,85642,85.6 kB,2007-09-08T02:47:21,2007,txt,text,text/plain,\422,.
422297.text,\422,1119744,1.1 MB,2005-08-24T07:32:20,2005,text,application,application/octet-stream,\422,.
422312.txt,\422,1518,1.5 kB,1996-04-16T14:40:51,1996,txt,text,text/plain,\422,.
422450.html,\422,1850,1.9 kB,1997-03-14T14:58:56,1997,html,text,text/html,\422,.
422463.txt,\422,48946,48.9 kB,2009-03-15T02:46:01,2009,txt,text,text/plain,\422,.
422542.doc,\422,247808,247.8 kB,2004-06-07T11:03:52,2004,doc,application,application/msword,\422,.
422661.html,\422,11552,11.6 kB,2000-07-17T18:09:40,2000,html,text,text/html,\422,.
422996.gif,\422,20242,20.2 kB,2002-05-24T10:59:47,2002,gif,image,image/gif,\422,.
878070.jpg,\878,338423,338.4 kB,1995-11-06T09:00:59,1995,jpg,image,image/jpeg,\878,.
878104.gif,\878,24880,24.9 kB,2002-11-10T21:19:23,2002,gif,image,image/gif,\878,.
878242.html,\878,23766,23.8 kB,2009-03-15T22:51:43,2009,html,text,text/html,\878,.
878316.pdf,\878,354121,354.1 kB,2005-12-09T18:01:56,2005,pdf,application,application/pdf,\878,.
878451.jpg,\878,130032,130.0 kB,2002-11-10T12:19:06,2002,jpg,image,image/jpeg,\878,.
878812.jpg,\878,31702,31.7 kB,2004-05-12T12:17:05,2004,jpg,image,image/jpeg,\878,.
878842.jpg,\878,204682,204.7 kB,2007-08-08T17:56:12,2007,jpg,image,image/jpeg,\878,.
878887.pdf,\878,41522,41.5 kB,2005-11-23T09:58:35,2005,pdf,application,application/pdf,\878,.
878898.pdf,\878,47240,47.2 kB,2008-07-07T15:31:42,2008,pdf,application,application/pdf,\878,.
878960.jpg,\878,62001,62.0 kB,2004-08-25T16:09:50,2004,jpg,image,image/jpeg,\878,.
558068.html,\558,24652,24.7 kB,2008-09-02T14:43:40,2008,html,text,text/html,\558,.
558176.xml,\558,82700,82.7 kB,2009-01-16T11:32:05,2009,xml,text,text/xml,\558,.
558330.xml,\558,30378,30.4 kB,2007-05-24T16:52:01,2007,xml,text,text/xml,\558,.
558338.xml,\558,2896,2.9 kB,2007-03-07T13:51:25,2007,xml,text,text/xml,\558,.
558452.html,\558,18395,18.4 kB,2009-02-17T04:45:13,2009,html,text,text/html,\558,.
558487.xml,\558,1029576,1.0 MB,2005-06-20T13:41:28,2005,xml,text,text/xml,\558,.
558573.html,\558,27476,27.5 kB,2009-03-16T14:22:35,2009,html,text,text/html,\558,.
558640.pdf,\558,297145,297.1 kB,2006-12-14T11:40:56,2006,pdf,application,application/pdf,\558,.
558671.html,\558,12235,12.2 kB,2009-03-15T23:51:50,2009,html,text,text/html,\558,.
558861.xml,\558,33022,33.0 kB,2005-08-02T14:48:15,2005,xml,text,text/xml,\558,.
558914.html,\558,28369,28.4 kB,2009-02-17T04:46:33,2009,html,text,text/html,\558,.
558988.xml,\558,29824,29.8 kB,2009-02-14T04:11:23,2009,xml,text,text/xml,\558,.
896018.jpg,\896,3676422,3.7 MB,2002-11-23T05:42:37,2002,jpg,image,image/jpeg,\896,.
896185.pdf,\896,159746,159.7 kB,2004-05-06T14:41:19,2004,pdf,application,application/pdf,\896,.
896241.gif,\896,2918,2.9 kB,2004-10-05T12:43:48,2004,gif,image,image/gif,\896,.
896295.doc,\896,65024,65.0 kB,2009-02-19T03:11:35,2009,doc,application,application/msword,\896,.
896443.pdf,\896,106710,106.7 kB,2006-01-27T17:38:18,2006,pdf,application,application/pdf,\896,.
896492.csv,\896,11534,11.5 kB,2008-07-14T14:53:16,2008,csv,application,application/vnd.ms-excel,\896,.
896519.html,\896,26668,26.7 kB,2009-03-16T05:12:43,2009,html,text,text/html,\896,.
896842.html,\896,1548,1.5 kB,2005-04-06T00:00:00,2005,html,text,text/html,\896,.
902008.gif,\902,855098,855.1 kB,2008-04-04T12:03:46,2008,gif,image,image/gif,\902,.
902035.html,\902,307,307 Bytes,2009-02-19T21:34:10,2009,html,text,text/html,\902,.
902073.html,\902,12056,12.1 kB,2009-03-18T22:02:05,2009,html,text,text/html,\902,.
902262.xml,\902,2581,2.6 kB,2005-08-13T13:08:31,2005,xml,text,text/xml,\902,.
902330.jpg,\902,277601,277.6 kB,1996-06-27T11:25:58,1996,jpg,image,image/jpeg,\902,.
902350.jpg,\902,407928,407.9 kB,2003-02-14T12:34:05,2003,jpg,image,image/jpeg,\902,.
902857.html,\902,6854,6.9 kB,2009-03-15T22:49:08,2009,html,text,text/html,\902,.
902864.gif,\902,626852,626.9 kB,2008-04-03T15:04:55,2008,gif,image,image/gif,\902,.
975059.jpg,\975,158494,158.5 kB,2005-09-13T10:56:19,2005,jpg,image,image/jpeg,\975,.
975077.pdf,\975,267968,268.0 kB,2004-10-19T08:14:25,2004,pdf,application,application/pdf,\975,.
975104.html,\975,65894,65.9 kB,2009-03-16T01:03:39,2009,html,text,text/html,\975,.
975259.pdf,\975,21606,21.6 kB,2008-01-17T16:15:31,2008,pdf,application,application/pdf,\975,.
975296.xls,\975,112640,112.6 kB,2005-08-03T10:31:36,2005,xls,application,application/vnd.ms-excel,\975,.
975344.gif,\975,16408,16.4 kB,2007-02-05T14:31:32,2007,gif,image,image/gif,\975,.
975351.gif,\975,18653,18.7 kB,2007-02-05T14:35:59,2007,gif,image,image/gif,\975,.
975400.pdf,\975,19558,19.6 kB,2007-03-29T20:39:45,2007,pdf,application,application/pdf,\975,.
975423.pdf,\975,130395,130.4 kB,2002-10-25T14:30:00,2002,pdf,application,application/pdf,\975,.
975442.html,\975,43678,43.7 kB,2001-10-25T14:06:40,2001,html,text,text/html,\975,.
975448.xls,\975,39424,39.4 kB,2009-02-10T10:19:33,2009,xls,application,application/vnd.ms-excel,\975,.
975640.jpg,\975,6729,6.7 kB,2005-11-08T15:57:36,2005,jpg,image,image/jpeg,\975,.
975736.xls,\975,34304,34.3 kB,2007-05-09T09:47:56,2007,xls,application,application/vnd.ms-excel,\975,.
975757.doc,\975,35328,35.3 kB,2007-10-11T15:11:54,2007,doc,application,application/msword,\975,.
065326.pdf,\065,365130,365.1 kB,2004-10-06T11:48:45,2004,pdf,application,application/pdf,\065,.
065426.jpg,\065,185559,185.6 kB,2006-05-30T16:07:12,2006,jpg,image,image/jpeg,\065,.
065683.pdf,\065,371353,371.4 kB,2004-06-03T11:09:09,2004,pdf,application,application/pdf,\065,.
186191.pdf,\186,21080,21.1 kB,2004-12-28T12:55:53,2004,pdf,application,application/pdf,\186,.
186329.xml,\186,4535,4.5 kB,2006-12-08T10:26:04,2006,xml,text,text/xml,\186,.
186371.xls,\186,953856,953.9 kB,2008-05-30T07:48:29,2008,xls,application,application/vnd.ms-excel,\186,.
186444.jpg,\186,145589,145.6 kB,2001-12-15T12:19:46,2001,jpg,image,image/jpeg,\186,.
186460.jpg,\186,8386,8.4 kB,2004-11-10T13:45:29,2004,jpg,image,image/jpeg,\186,.
186466.jpg,\186,13099,13.1 kB,2003-03-25T11:35:22,2003,jpg,image,image/jpeg,\186,.
186559.txt,\186,756903,756.9 kB,2009-01-30T10:56:09,2009,txt,text,text/plain,\186,.
186688.doc,\186,435712,435.7 kB,1999-12-01T12:59:36,1999,doc,application,application/msword,\186,.
186751.pdf,\186,33699,33.7 kB,2000-03-02T16:27:55,2000,pdf,application,application/pdf,\186,.
186957.pdf,\186,4381016,4.4 MB,2006-03-29T12:49:44,2006,pdf,application,application/pdf,\186,.
186990.pdf,\186,361661,361.7 kB,2003-08-12T11:19:05,2003,pdf,application,application/pdf,\186,.
012076.pdf,\012,29394,29.4 kB,2007-06-18T15:51:18,2007,pdf,application,application/pdf,\012,.
