filename,filesize,modified,errors,md5,namespace,id,format,version,mime,class,basis,warning
X:\school\data\Govdocs1-threads\009\009856.gz,11290,2004-07-12T06:17:35-04:00,,3a519b28f076aa8dc3da68a21ad403b1,pronom,x-fmt/266,GZIP Format,,application/gzip,Aggregate,"extension match gz; byte match at 0, 3",
X:\school\data\Govdocs1-threads\009\009856.gz#gsmlib-1.10-0.1.fc2.dag.x86_64.log,79155,2004-07-12T06:17:35-04:00,,cf490ef427fee3aac12cf80f2d347483,pronom,x-fmt/62,Log File,,,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\010\010205.pdf,857202,2004-07-23T03:45:37-04:00,,b7ca69593bf4b8525eee8e305d2fca1e,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [857196 5]],
X:\school\data\Govdocs1-threads\010\010271.xls,33792,2002-06-19T11:47:45-04:00,,96d40786be19138e1eb38d57eff4eda5,pronom,fmt/61,Microsoft Excel 97 Workbook (xls),8,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Workbook with byte match at 0, 8 (signature 1/2)",
X:\school\data\Govdocs1-threads\010\010373.gif,18379,2007-02-05T14:33:20-05:00,,4db1100fdc305acc1eedc8391b5a2568,pronom,fmt/4,Graphics Interchange Format,89a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [18378 1]],
X:\school\data\Govdocs1-threads\010\010894.jpg,26315,2001-07-31T18:06:02-04:00,,adfc6ecbfc35e0d38a93b50ddca0ba5f,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [26313 2]],
X:\school\data\Govdocs1-threads\011\011007.pdf,121842,2000-08-28T15:01:42-04:00,,ecb377adbbb93f06a92909fb1d7d0e26,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [121836 5]],
X:\school\data\Govdocs1-threads\011\011153.html,11848,2008-08-06T16:52:38-04:00,,27cef84d863c66b6e6bc2cd33cc8d983,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[0 44] [110 42] [166 7] [350 8]],
X:\school\data\Govdocs1-threads\011\011246.jpg,5770600,2003-07-25T15:32:44-04:00,,7f834ba53a3cf8608fdbb030e47882f1,pronom,fmt/44,JPEG File Interchange Format,1.02,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [5770598 2]],
X:\school\data\Govdocs1-threads\011\011261.pdf,129046,2008-03-03T13:34:16-05:00,,c88ffaf3572d4b3eb739697de75d4468,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [129039 5]],
X:\school\data\Govdocs1-threads\011\011332.html,16448,2009-02-06T02:19:12-05:00,,cc53d2a8dcfb9ecbeb9c34e5b423477f,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"byte match at 0, 19",extension mismatch
X:\school\data\Govdocs1-threads\011\011443.pdf,84639,2004-01-28T19:07:29-05:00,,eb14602ef7d7650bb20878626f1c6f85,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [84633 5]],
X:\school\data\Govdocs1-threads\011\011522.pdf,54168,2008-01-03T15:26:57-05:00,,7533458e31452850a670745d679c27c6,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [54162 5]],
X:\school\data\Govdocs1-threads\011\011547.pdf,400557,2005-10-12T08:16:17-04:00,,b2cd51a309ed8883b7697bf958450df0,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [400551 5]],
X:\school\data\Govdocs1-threads\011\011605.pdf,53186,2005-06-22T00:49:58-04:00,,46ab1e8351ac970996cdfede52fc9f89,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [53180 5]],
X:\school\data\Govdocs1-threads\011\011616.html,44103,2009-02-06T02:20:20-05:00,,507532b05693f7b15d6e4507e0f857df,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[4 44] [129 42] [197 7] [236 8]],
X:\school\data\Govdocs1-threads\011\011749.html,4241,2009-02-06T02:21:04-05:00,,0a333c3f2bd129f4a763ca6b0a6818c2,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[0 44] [122 42] [301 7] [433 8]],
X:\school\data\Govdocs1-threads\011\011787.txt,38036,1996-08-13T00:00:00-04:00,,597e3f55ce7275e988c1d7947dbfaa68,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match Non-ISO extended-ASCII,
X:\school\data\Govdocs1-threads\011\011856.html,21287,2009-02-06T02:21:32-05:00,,69fb01b0572a479ca6c416910fd4f4ca,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\012\012076.pdf,29394,2007-06-18T15:51:18-04:00,,160d855765f5259aa2485a041ef0a5af,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [29387 5]],
X:\school\data\Govdocs1-threads\012\012117.html,1052102,2009-01-01T21:35:55-05:00,,1f5cdab2e543ca79159e0c071b4db89d,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\012\012119.html,701717,2009-02-06T03:03:29-05:00,,b839f6cfbd621ce94fda5e094312647c,pronom,fmt/98,Hypertext Markup Language,3.2,text/html,Text (Mark-up),"extension match html; byte match at 0, 43",
X:\school\data\Govdocs1-threads\012\012147.doc,47616,2009-02-06T02:24:01-05:00,,17049531d814485ba03ad541596ad609,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\012\012373.pdf,445479,2006-08-21T11:40:48-04:00,,b76262b991decebaf3af1bd6923b7ccd,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [445473 5]],
X:\school\data\Govdocs1-threads\012\012401.xls,1245696,2007-01-11T10:24:07-05:00,,83e17ca22401ba87440254dc4d2e6a7c,pronom,fmt/61,Microsoft Excel 97 Workbook (xls),8,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Workbook with byte match at 0, 8 (signature 1/2)",
X:\school\data\Govdocs1-threads\012\012697.txt,20379,2008-06-17T17:27:38-04:00,,dc39864f7d3cacf9100b1d2ee2e76a90,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\012\012819.html,110137,2009-02-06T02:29:03-05:00,,3c5fe924cd697c74e6dc19f863219617,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [110127 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\012\012854.pdf,55800,1999-01-29T16:13:21-05:00,,c6bd96bd76a795435a139ff49e4ae53d,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [55794 5]],
X:\school\data\Govdocs1-threads\012\012975.pdf,588487,2008-03-26T16:19:30-04:00,,a076671fcd9ed089ab087ad78246b8b5,pronom,fmt/19,Acrobat PDF 1.5 - Portable Document Format,1.5,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [588480 5]],
X:\school\data\Govdocs1-threads\012\012988.html,53889,2009-02-06T02:30:28-05:00,,62e2459aef5b39c60d62b126e34a89ed,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[120 5] [53882 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\013\013097.pdf,3616573,2005-03-22T12:03:22-04:00,,19a9a74e02cbbcf84b148066d8c5c6a0,pronom,fmt/19,Acrobat PDF 1.5 - Portable Document Format,1.5,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [3616566 5]],
X:\school\data\Govdocs1-threads\013\013197.html,14602,2009-02-06T02:37:54-05:00,,d8eb018e41b1d65b54b977064c3c4dab,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[0 44] [123 42] [189 7] [235 8]],
X:\school\data\Govdocs1-threads\013\013366.pdf,582438,2006-09-26T06:29:24-04:00,,5d4932c86221740b7824015aad058310,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [582431 5]],
X:\school\data\Govdocs1-threads\013\013638.html,178779,2009-02-06T02:44:12-05:00,,d1449485643ee3748e2d9e76ef880d54,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [177914 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\013\013702.txt,8784,2007-10-23T17:07:59-04:00,,30a93a57716092551cc2458a6e4d43f9,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match Non-ISO extended-ASCII,
X:\school\data\Govdocs1-threads\013\013715.txt,20017,1997-07-24T13:09:54-04:00,,03fd744985fbd37e62f4fe74ca7ca777,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\013\013809.pdf,92314,2007-02-12T07:31:23-05:00,,74c6f15631ae5e93d3895e9a73a020b1,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [92307 5]],
X:\school\data\Govdocs1-threads\013\013853.java,29201,2007-03-01T19:04:03-05:00,,bff05ed3c21e7e4f619d0daf7cf18cb4,pronom,x-fmt/422,Java Language Source Code File,,,,extension match java,match on extension only
X:\school\data\Govdocs1-threads\014\014025.html,14606,2009-02-06T02:47:53-05:00,,054b3948ea5ecf8e4ad59a23c022e9a7,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [14598 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\014\014235.pdf,1900856,2008-01-25T11:49:30-05:00,,9dbd9e2eac14d05ab6b6980f4ca60e9a,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [1900850 5]],
X:\school\data\Govdocs1-threads\014\014375.txt,25462,2005-02-24T15:40:37-05:00,,db107387e40386bd278839998c986569,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ISO-8859,
X:\school\data\Govdocs1-threads\014\014393.jpg,38029,2004-12-22T13:20:57-05:00,,9d956433727d83b1118dfd02c3de0582,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [38027 2]],
X:\school\data\Govdocs1-threads\014\014460.pdf,354451,2008-05-27T18:59:04-04:00,,c8fb09956cef558800c0f856344cc2d1,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [354445 5]],
X:\school\data\Govdocs1-threads\014\014522.pdf,1909685,2004-06-22T10:13:04-04:00,,b088029a631b5fba571eaba40baa1ded,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [1909678 5]],
X:\school\data\Govdocs1-threads\014\014575.pdf,243434,2008-07-17T12:31:15-04:00,,3d913f0404e156090c4d5609fbe2194e,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [243427 5]],
X:\school\data\Govdocs1-threads\014\014590.pdf,54599,2005-12-15T08:44:00-05:00,,20d6d72508a1d1411c066befc1c97f32,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [54594 5]],
X:\school\data\Govdocs1-threads\014\014819.pdf,77212,2007-09-07T17:46:38-04:00,,cf32342fe79e2ec8a558ca24761a9339,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [77207 5]],
X:\school\data\Govdocs1-threads\014\014898.doc,48128,2007-12-28T14:27:51-05:00,,1ad33501d06fe5706f6ed4db9d01beff,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 77, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\015\015015.html,42700,2009-02-06T03:03:51-05:00,,1bbbbc9452bde4b98a464ace4fcc0a49,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\015\015059.txt,22022,2008-08-20T14:00:56-04:00,,4591ab854f38254c3bc7f4d44e4bff4a,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match Non-ISO extended-ASCII,
X:\school\data\Govdocs1-threads\015\015090.jpg,14709,2000-05-18T09:18:06-04:00,,f7b614335d1674446237944571d28131,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [14707 2]],
X:\school\data\Govdocs1-threads\015\015139.doc,452096,2006-12-01T13:34:29-05:00,,84edf0a0fa4b26de822969ee1a830f22,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\015\015613.html,11954,2009-02-06T03:07:27-05:00,,04449aa2de99d59c5fb9ec7947b82432,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[0 44] [122 42] [197 7] [224 8]],
X:\school\data\Govdocs1-threads\015\015616.html,45857,2009-02-06T03:07:28-05:00,,a6913b890d08803c52fff3a94746a140,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [45849 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\015\015814.html,14520,2009-03-17T18:36:28-04:00,,28e7388f2291acc269571086ebe3e77c,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\015\015854.txt,17722,2009-02-04T04:10:25-05:00,,bf5c4fda4f56b01d4ad3bb63b2554bb8,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\016\016006.html,192350,2009-02-06T03:09:44-05:00,,219b8ac02bd695b30228c7f72e2d11e8,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\016\016041.doc,52736,2009-02-06T03:10:05-05:00,,846a928f0d67651aacf2104b8f6e6bd4,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 77, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\016\016325.jpg,97837,2001-05-24T10:38:11-04:00,,fd3546af8a588bc599b8f2156886ef76,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [97835 2]],
X:\school\data\Govdocs1-threads\016\016351.txt,1471,2006-10-10T16:47:23-04:00,,aa8c7e7b93847863068db46162648011,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match Non-ISO extended-ASCII,
X:\school\data\Govdocs1-threads\016\016504.html,44814,2009-03-18T21:43:17-04:00,,320c5ce8ca591e02eb9aa3855f01bba3,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [44804 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\016\016577.txt,3417,1999-12-03T15:00:26-05:00,,49211eb00f1471d594a2eeb079de6560,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\016\016624.pdf,1834408,2008-11-18T14:18:12-05:00,,f28a423ac49990e4a5bb5a4e33851551,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [1834402 5]],
X:\school\data\Govdocs1-threads\016\016771.doc,43520,1999-04-21T15:29:42-04:00,,6240d2a5ca36692a7020c34a4d5265da,pronom,fmt/39,Microsoft Word Document,6.0/95,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\016\016942.html,96099,2009-02-06T03:18:11-05:00,,5ba7ab3aec07cb20ec77175f5395c990,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[0 44] [122 42] [462 7] [525 8]],
X:\school\data\Govdocs1-threads\016\016971.txt,38691,2008-05-23T12:12:46-04:00,,192badf0831189a8914bfba64f94e077,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\017\017006.txt,104579,2006-03-13T16:25:03-04:00,,fea7db491eabdbe25a3486d96e5c36ce,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\017\017079.ppt,1739264,2006-07-15T08:22:57-04:00,,9d07cd2f32c3841cfb673af48a66ac10,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\017\017108.doc,83968,2008-11-15T12:40:17-05:00,,02d6bd4185bd9501d1c22a4ab25434ad,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\017\017170.pdf,1719694,2007-09-27T10:28:40-04:00,,bc636d0f5b7a9775aa46c3ea20a0d98a,pronom,fmt/19,Acrobat PDF 1.5 - Portable Document Format,1.5,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [1719687 5]],
X:\school\data\Govdocs1-threads\017\017347.txt,2656,2006-05-22T10:53:49-04:00,,bd0e31e36f60041295e7844268050ba8,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\017\017363.doc,64000,2008-12-16T09:08:24-05:00,,594186ba2c75d5508c5dfb483bad209e,pronom,fmt/39,Microsoft Word Document,6.0/95,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 74, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\017\017444.html,99012,2001-04-26T13:27:36-04:00,,7e5c6d40250461595eaec0ecffdadd3a,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [99003 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\017\017603.pdf,123503,2002-01-13T21:42:17-05:00,,df1722cd32396110cd1212b68561bbd2,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [123497 5]],
